show_id,type,title,director,country,release_year,rating,listed_in,description
s463,Movie,This Changes Everything,Tom Donahue,United States,2019,TV-MA,Documentaries,This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers.
s464,Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli",Italy,2021,TV-MA,"Horror Movies, International Movies","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive."
s465,Movie,Gunpowder Milkshake,Navot Papushado,,2021,R,"Action & Adventure, Comedies","When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood."
s466,TV Show,Heist,,,2021,TV-MA,"Crime TV Shows, Docuseries",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.
s467,TV Show,My Unorthodox Life,,,2021,TV-MA,Reality TV,"Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series."
s468,Movie,Private Network: Who Killed Manuel Buendía?,Manuel Alcalá,,2021,TV-MA,"Documentaries, International Movies",A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.
s469,Movie,The Guide to the Perfect Family,Ricardo Trogi,,2021,TV-MA,"Comedies, Dramas, International Movies","A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image."
s470,Movie,American Woman,Semi Chellas,"United States, Canada",2019,TV-MA,"Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears."
s471,Movie,Bridgerton - The Afterparty,,,2021,TV-14,Movies,"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments."
s472,Movie,Day of Destiny,"Akay Mason, Abosi Ogba",,2021,TV-PG,"Children & Family Movies, Dramas, International Movies","With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time."
s473,TV Show,Ridley Jones,,United States,2021,TV-Y,Kids' TV,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!
s474,Movie,Born to Play,Viridiana Lieberman,United States,2020,TV-MA,"Documentaries, Sports Movies","This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game."
s475,Movie,American Ultra,Nima Nourizadeh,"United States, Switzerland",2015,R,"Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back."
s476,Movie,The Stand-Up,Daniel Růžička,,2019,TV-MA,Stand-Up Comedy,Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.
s477,Movie,The Tour,Juraj Šajmovič,,2016,TV-MA,"Comedies, Documentaries, International Movies","Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic."
s478,TV Show,Atypical,,United States,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
s479,TV Show,Biohackers,,Germany,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
s480,Movie,Fear Street Part 2: 1978,Leigh Janiak,,2021,R,Horror Movies,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival."
s481,Movie,Finding Hubby,Femi D. Ogunsanwo,,2020,TV-14,"Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love."
s482,Movie,How I Became a Superhero,Douglas Attal,,2021,TV-MA,"Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers."
s483,TV Show,How to Become a Tyrant,,,2021,TV-MA,Docuseries,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries."
s484,Movie,Last Summer,,,2021,TV-MA,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle."
s485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,,2021,TV-G,Stand-Up Comedy,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows."
s486,Movie,Lethal Love,Avi Federgreen,,2021,TV-14,Thrillers,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client."
s487,Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe","Hong Kong, Canada, United States",2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.
s488,TV Show,The Cook of Castamar,,,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez."
s489,TV Show,Virgin River,,United States,2021,TV-14,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
s490,Movie,Back to Q82,Ahmed Siddiqui,"Kuwait, United States",2017,TV-14,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows."
s491,TV Show,Elize Matsunaga: Once Upon a Crime,,,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
s492,Movie,Home Again,Hallie Meyers-Shyer,United States,2017,PG-13,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life."
s493,Movie,Midnight Sun,Scott Speer,United States,2018,PG-13,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms."
s494,TV Show,RESIDENT EVIL: Infinite Darkness,,"United States, Japan",2021,TV-MA,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House."
s495,Movie,Rock the Kasbah,Barry Levinson,United States,2015,R,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents."
s496,Movie,Awon Boyz,Tolulope Itegboje,,2019,TV-MA,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.
s497,Movie,Brick Mansions,Camille Delamarre,"France, Canada, United States, Spain",2014,PG-13,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.
s498,TV Show,Cat People,,,2021,TV-14,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales."
s499,Movie,Clash,Pascal Atuma,,2020,TV-MA,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones."
s500,TV Show,Dogs,,United States,2021,TV-PG,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances."
s501,Movie,Major Grom: Plague Doctor,Oleg Trofim,,2021,TV-MA,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it."
s502,Movie,Mama Drama,Seyi Babatope,,2020,TV-MA,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned."
s503,Movie,Tango With Me,Mahmood Ali-Balogun,Nigeria,2010,TV-14,"Dramas, International Movies, Romantic Movies",A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.
s504,TV Show,The Mire,Jan Holoubek,Poland,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
s505,TV Show,The War Next-door,,,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences."
s506,Movie,Therapy,"Anurin Nwunembom, Musing Derrick",,2020,TV-PG,"Dramas, International Movies",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.
s507,Movie,This Little Love Of Mine,Christine Luby,Australia,2021,TV-G,"International Movies, Romantic Movies",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
s508,Movie,Three Thieves,Udoka Oyeka,,2019,TV-14,"Comedies, International Movies","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels."
s509,Movie,A Land Imagined,Yeo Siew Hua,"France, Netherlands, Singapore",2019,TV-MA,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s510,TV Show,Ask the StoryBots,,United States,2019,TV-Y,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth."
s511,TV Show,Between,,Canada,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
s512,TV Show,Chelsea,,United States,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style."
s513,TV Show,Code Lyoko,,"France, Belgium",2007,TV-Y7,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world."
s514,TV Show,Colony,,United States,2018,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son."
s515,TV Show,Cuckoo,,United Kingdom,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family."
s516,TV Show,Derry Girls,,United Kingdom,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager."
s517,TV Show,Girl from Nowhere,,Thailand,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn."
s518,TV Show,Good Morning Call,,Japan,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together."
s519,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,India,2020,TV-14,"Dramas, International Movies","After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking."
s520,TV Show,I AM A KILLER,,United Kingdom,2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.
s521,TV Show,I Think You Should Leave with Tim Robinson,,United States,2021,TV-MA,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.
s522,TV Show,Kim's Convenience,,Canada,2021,TV-MA,"International TV Shows, TV Comedies","While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them."
s523,TV Show,Larva,,Russia,2015,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.
s524,TV Show,Marcella,,United Kingdom,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?"
s525,TV Show,Midnight Diner: Tokyo Stories,,Japan,2019,TV-MA,"International TV Shows, TV Dramas",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.
s526,TV Show,My Little Pony: Friendship Is Magic,,"United States, Canada",2018,TV-Y,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship."
s527,TV Show,Orange Is the New Black,,United States,2019,TV-MA,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds."""
s528,TV Show,Puffin Rock,,"Ireland, United States, United Kingdom",2016,TV-Y,Kids' TV,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family."
s529,Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh",India,2012,TV-14,"Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
s530,Movie,Return of the Prodigal Son,Youssef Chahine,Egypt,1976,TV-MA,"Dramas, International Movies","Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations."
s531,TV Show,Richie Rich,,United States,2015,TV-G,"Kids' TV, TV Comedies","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure."
s532,Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Malaysia,2018,TV-PG,"Dramas, International Movies","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event."
s533,TV Show,Scream,,United States,2019,TV-MA,"Crime TV Shows, TV Horror, TV Mysteries","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past."
s534,TV Show,Shtisel,,Israel,2021,TV-14,"International TV Shows, TV Dramas","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life."
s535,Movie,Si Doel the Movie 2,Rano Karno,Indonesia,2019,TV-G,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go."
s536,TV Show,Some Assembly Required,,Canada,2015,TV-Y,"Kids' TV, TV Comedies",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
s537,TV Show,Tales by Light,,Australia,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light."
s538,TV Show,Terrace House: Opening New Doors,,Japan,2018,TV-14,"International TV Shows, Reality TV","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams."
s539,TV Show,The A List,,United Kingdom,2021,TV-PG,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama."
s540,TV Show,The New Legends of Monkey,,"Australia, New Zealand",2020,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.
s541,TV Show,The Worst Witch,,"United Kingdom, Germany",2020,TV-G,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books."
s542,Movie,Truckbhar Swapna,Pramod Pawar,India,2018,TV-14,"Comedies, Dramas, International Movies",A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
s543,Movie,Ujala,Naresh Saigal,India,1959,TV-14,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
s544,TV Show,Undercover,,"Belgium, Netherlands",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.
s545,TV Show,Workin' Moms,,Canada,2021,TV-MA,"International TV Shows, TV Comedies","Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto."
s546,TV Show,YooHoo to the Rescue,,South Korea,2020,TV-Y,"Kids' TV, Korean TV Shows","In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need."
s547,TV Show,You Are My Spring,,,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.
s548,TV Show,We the People,,United States,2021,TV-Y7,Kids' TV,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more."
s549,TV Show,Grey's Anatomy,,United States,2020,TV-14,"Romantic TV Shows, TV Dramas",Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.
s550,TV Show,Big Timber,,,2020,TV-14,"International TV Shows, Reality TV",A no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on Vancouver Island.
s551,Movie,Fear Street Part 1: 1994,Leigh Janiak,,2021,R,"Horror Movies, LGBTQ Movies","After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries. Welcome to Shadyside."
s552,Movie,Haseen Dillruba,Vinil Mathew,India,2021,TV-MA,"International Movies, Romantic Movies, Thrillers","Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth."
s553,Movie,Holiday on Mars,Neri Parenti,,2020,TV-MA,"Comedies, International Movies",A scoundrel's mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.
s554,TV Show,Mortel,,France,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder."
s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,Nigeria,2020,TV-MA,"Dramas, International Movies, Thrillers","In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies."
s556,Movie,Snowpiercer,Bong Joon Ho,"South Korea, Czech Republic",2013,R,"Action & Adventure, Cult Movies, International Movies",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.
s557,Movie,The 8th Night,Kim Tae-hyung,South Korea,2021,TV-14,"Horror Movies, International Movies, Thrillers","With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth."
s558,Movie,Winchester,"Michael Spierig, Peter Spierig","Australia, United States",2018,PG-13,"Horror Movies, Sci-Fi & Fantasy",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.
s559,Movie,6 Bullets,Ernie Barbarash,United States,2012,R,Action & Adventure,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.
s560,Movie,Air Force One,Wolfgang Petersen,"United States, Germany",1997,R,Action & Adventure,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands."
s561,Movie,Audible,Matt Ogens,,2021,PG-13,"Documentaries, Sports Movies","Shaken by a friend's suicide, a Deaf high school football player copes with family and relationships while anticipating his final homecoming game."
s562,Movie,Austin Powers in Goldmember,Jay Roach,United States,2002,PG-13,"Action & Adventure, Comedies","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember."
s563,Movie,Austin Powers: International Man of Mystery,Jay Roach,United States,1997,PG-13,Comedies,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil."
s564,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,United States,1999,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself."
s565,Movie,Boogie Nights,Paul Thomas Anderson,United States,1997,R,"Comedies, Dramas, Independent Movies",A well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity Dirk Diggler.
s566,TV Show,Bureau of Magical Things,,"Australia, Germany",2020,TV-G,"International TV Shows, Kids' TV, TV Mysteries","When a teen accidentally discovers an enchanted realm, she becomes the only one able to unite the human and magical worlds – and save both from evil."
s567,Movie,Charlie's Angels,McG,"United States, Germany",2000,PG-13,"Action & Adventure, Comedies",A tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic TV series.
s568,Movie,Congo,Frank Marshall,United States,1995,PG-13,"Action & Adventure, Thrillers","Eight people, some with ulterior motives, go on an expedition to the Congo, where they find a lost city protected by killer apes."
s569,Movie,Dennis the Menace,Nick Castle,United States,1993,PG,"Children & Family Movies, Comedies","The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him."
s570,Movie,Dreamy Eyes,Victor Vu,Vietnam,2019,TV-14,"Dramas, International Movies, Romantic Movies","Through heartbreak and betrayal, Ngan's unrequited love for his childhood best friend Hà La endures for a generation in this sweeping romance."
s571,Movie,Dynasty Warriors,Chow Hin Yeung Roy,,2021,TV-14,"Action & Adventure, International Movies","Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms."""
s572,TV Show,Generation 56k,,,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","A chance encounter leads two 30-somethings to remember 1998, the year their teenage hormones kicked in — and the internet changed their lives forever."
s573,Movie,Hampstead,Joel Hopkins,"United Kingdom, Belgium",2019,PG-13,"Comedies, Dramas, International Movies",An American widow in London forms an unexpected relationship with a man living off the grid in a beautiful park ripe for development.
s574,Movie,Kung Fu Panda,"John Stevenson, Mark Osborne","United States, China",2008,PG,"Children & Family Movies, Comedies","When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior."
s575,Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,"United States, China",2011,PG,"Children & Family Movies, Comedies","With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu."
s576,Movie,Life as We Know It,Greg Berlanti,United States,2010,PG-13,"Comedies, Dramas, Romantic Movies","Holly and Eric discover reciprocal hatred during their first date, but must put their feelings aside after becoming guardians of their friends' baby."
s577,Movie,Mary Magdalene,Garth Davis,"United Kingdom, Australia, United States",2019,R,"Dramas, Faith & Spirituality, International Movies","A woman with healing powers abandons her village life to become a devout disciple of Jesus, the founder of Christianity."
s578,TV Show,Masameer County,Malik Nejer,,2021,TV-MA,"International TV Shows, TV Comedies","A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far."
s579,Movie,Memoirs of a Geisha,Rob Marshall,"France, Japan, United States",2005,PG-13,"Dramas, Romantic Movies","Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires."
s580,Movie,Midnight Run,Martin Brest,United States,1988,R,"Action & Adventure, Classic Movies, Comedies",A cop-turned-bounty hunter runs into trouble as he races from New York to Los Angeles with a fugitive accountant who embezzled millions from the mob.
s581,Movie,Mobile Suit Gundam Hathaway,Shuko Murase,,2021,TV-14,"Action & Adventure, Anime Features, International Movies","After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate."
s582,Movie,Mortal Kombat,Paul W.S. Anderson,United States,1995,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world.
s583,Movie,Mother's Day,Garry Marshall,United States,2016,PG-13,"Comedies, Dramas",The trials and tribulations of several Atlanta moms (and one clueless widower dad) make it a Mother's Day to remember in this ensemble comedy.
s584,Movie,No Strings Attached,Ivan Reitman,"United States, United Kingdom",2011,R,"Comedies, Romantic Movies","""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture."
s585,Movie,Not Another Teen Movie,Joel Gallen,United States,2001,R,Comedies,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled artist into a prom queen in this outrageous parody."
s586,Movie,Ophelia,Claire McCarthy,"United Kingdom, United States",2018,PG-13,"Dramas, Romantic Movies","In this retelling of “Hamlet” from Ophelia’s point of view, the lady-in-waiting’s shared love with Denmark’s prince is ruined by treachery and madness."
s587,Movie,Pet Sematary 2,Mary Lambert,,1992,R,Horror Movies,"When Chase and his son, Jeff, move to a different town, Jeff befriends an outcast named Drew, and the two discover a strange Indian burial ground."
s588,TV Show,Quarantine Tales,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar",,2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Traversing genres, five separate stories offer unique, whimsical and thought-provoking takes on life during the pandemic in 2020."
s589,TV Show,Rainbow Rangers,,United States,2018,TV-Y,Kids' TV,"When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!"
s590,Movie,Red Joan,Trevor Nunn,United Kingdom,2019,R,"Dramas, International Movies","When an unassuming elderly widow is arrested for treason, her tangled secret past as the KGB's longest-serving British spy is exposed."
s591,TV Show,Sailor Moon Crystal,,,2016,TV-Y7,"Anime Series, Kids' TV","Middle schooler Usagi Tsukino and her friends learn that they have the power to transform into Sailor Guardians, protecting the world from darkness."
s592,Movie,Seven Pounds,Gabriele Muccino,United States,2008,PG-13,"Dramas, Romantic Movies","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance."
s593,Movie,She's Out of My League,Jim Field Smith,United States,2010,R,"Comedies, Romantic Movies","Kirk's a 5. His new girlfriend Molly's a 10. No one knows what she sees in him, including Kirk. Will his raging insecurities ruin this budding romance?"
s594,Movie,Snow Day,Chris Koch,United States,2000,PG,"Children & Family Movies, Comedies","When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist."
s595,Movie,Star Trek,J.J. Abrams,"United States, Germany",2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy","On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander."
s596,Movie,Stuart Little,Rob Minkoff,"Germany, United States",1999,PG,"Children & Family Movies, Comedies","When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming."
s597,Movie,Sword of Trust,Lynn Shelton,United States,2019,R,"Comedies, Dramas, Independent Movies",An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,United States,2006,PG-13,"Action & Adventure, Comedies, Sports Movies","NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog."
s599,Movie,The American,Anton Corbijn,"United States, United Kingdom",2010,R,"Dramas, Thrillers","Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him."
s600,Movie,The Best of Enemies,Robin Bissell,United States,2019,PG-13,Dramas,"In 1971, a summit on school integration in North Carolina pits a civil rights activist against a Ku Klux Klan leader, sparking an unlikely friendship."
